#Organism/Name,Strain,CladeID,BioSample,BioProject,Group,SubGroup,Assembly,Size (Mb),GC%,Replicons,WGS,Scaffolds,Genes,Proteins,Release Date,Modify Date,Level,RefSeq FTP,GenBank FTP
"Aeromonas salmonicida subsp. salmonicida A449","A449",21067,SAMN02603664 ,PRJNA16723,"Proteobacteria","Gammaproteobacteria",GCA_000196395.1 ,5.04054,58.1696,chromosome:NC_009348.1/CP000644.1; plasmid 4:NC_009349.1/CP000645.1; plasmid 5:NC_009350.1/CP000646.1; plasmid pAsa1:NC_004923.1/AY301063.1; plasmid pAsa2:NC_004925.1/AY301064.1; plasmid pAsa3:NC_004924.1/AY301065.1,-,6,4792,4366,2007/04/06,2017/05/18,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/196/395/GCF_000196395.1_ASM19639v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/196/395/GCA_000196395.1_ASM19639v1
"Coxiella burnetii RSA 493","RSA 493",19354,SAMN02603970 ,PRJNA41,"Proteobacteria","Gammaproteobacteria",GCA_000007765.2 ,2.03281,42.6376,chromosome:NC_002971.4/AE016828.3; plasmid pQpH1:NC_004704.2/AE016829.2,-,2,2085,1833,2001/08/28,2017/10/04,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/007/765/GCF_000007765.2_ASM776v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/007/765/GCA_000007765.2_ASM776v2
"Desulfovibrio vulgaris str. 'Miyazaki F'","Miyazaki F",19299,SAMN00000799 ,PRJNA27731,"Proteobacteria","delta/epsilon subdivisions",GCA_000021385.1 ,4.0403,67.1,chromosome:NC_011769.1/CP001197.1,-,1,3269,3144,2008/12/24,2017/04/07,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/021/385/GCF_000021385.1_ASM2138v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/021/385/GCA_000021385.1_ASM2138v1
"Delftia acidovorans SPH-1","SPH-1",19413,SAMN00623041 ,PRJNA17413,"Proteobacteria","Betaproteobacteria",GCA_000018665.1 ,6.76751,66.5,chromosome:NC_010002.1/CP000884.1,-,1,6232,6052,2007/11/16,2017/05/18,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/018/665/GCF_000018665.1_ASM1866v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/018/665/GCA_000018665.1_ASM1866v1
"Rickettsia bellii RML369-C","RML369-C",19234,SAMN02603144 ,PRJNA13996,"Proteobacteria","Alphaproteobacteria",GCA_000012385.1 ,1.52208,31.6,chromosome:NC_007940.1/CP000087.1,-,1,1537,1398,2006/04/05,2017/04/06,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/012/385/GCF_000012385.1_ASM1238v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/012/385/GCA_000012385.1_ASM1238v1
"Ralstonia pickettii 12J","12J",19471,SAMN02598396 ,PRJNA17631,"Proteobacteria","Betaproteobacteria",GCA_000020205.1 ,5.32573,63.6234,chromosome 1:NC_010682.1/CP001068.1; chromosome 2:NC_010678.1/CP001069.1; plasmid pRPIC01:NC_010683.1/CP001070.1,-,3,5073,4886,2008/05/07,2017/05/19,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/020/205/GCF_000020205.1_ASM2020v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/020/205/GCA_000020205.1_ASM2020v1
"Rickettsia rickettsii str. Iowa","Iowa",21093,SAMN02603768 ,PRJNA19943,"Proteobacteria","Alphaproteobacteria",GCA_000017445.3 ,1.2682,32.4,chromosome:NC_010263.3/CP000766.3,-,1,1540,1260,2008/01/17,2017/04/03,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/017/445/GCF_000017445.4_ASM1744v3,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/017/445/GCA_000017445.3_ASM1744v3
"Photobacterium damselae subsp. damselae","KC-Na-1",19644,SAMN06909323 ,PRJNA385756,"Proteobacteria","Gammaproteobacteria",GCA_002142615.1 ,4.54459,40.8845,chromosome I:NZ_CP021151.1/CP021151.1; chromosome II:NZ_CP021152.1/CP021152.1; plasmid pPDD-Na-1-1:NZ_CP021153.1/CP021153.1; plasmid pPDD-Na-1-2:NZ_CP021154.1/CP021154.1; plasmid pPDD-Na-1-3:NZ_CP021155.1/CP021155.1; plasmid pPDD-Na-1-4:NZ_CP021156.1/CP021156.1,-,6,4276,3815,2017/05/16,2017/10/22,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/142/615/GCF_002142615.1_ASM214261v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/142/615/GCA_002142615.1_ASM214261v1
"Vibrio harveyi","ATCC 33843 (392 [MAV])",19631,SAMN03075601 ,PRJNA260398,"Proteobacteria","Gammaproteobacteria",GCA_000770115.2 ,5.88149,44.9616,chromosome 1:NZ_CP009467.1/CP009467.2; chromosome 2:NZ_CP009468.1/CP009468.1,-,2,5521,5234,2014/10/31,2017/04/05,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/770/115/GCF_000770115.1_ASM77011v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/770/115/GCA_000770115.2_ASM77011v2
"Vibrio parahaemolyticus RIMD 2210633","O3:K6 substr. RIMD 2210633",21194,SAMD00058707 ,PRJNA360,"Proteobacteria","Gammaproteobacteria",GCA_000196095.1 ,5.16577,45.4,chromosome 1:NC_004603.1/BA000031.2; chromosome 2:NC_004605.1/BA000032.2,-,2,4991,4831,2003/03/05,2016/08/28,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/196/095/GCF_000196095.1_ASM19609v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/196/095/GCA_000196095.1_ASM19609v1
"Methylobacterium extorquens PA1","PA1",19895,SAMN00000030 ,PRJNA18637,"Proteobacteria","Alphaproteobacteria",GCA_000018845.1 ,5.47115,68.2,chromosome:NC_010172.1/CP000908.1,-,1,5040,4830,2007/12/20,2017/05/19,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/018/845/GCF_000018845.1_ASM1884v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/018/845/GCA_000018845.1_ASM1884v1
"Methylobacterium radiotolerans JCM 2831","JCM 2831",19893,SAMN00000277 ,PRJNA18817,"Proteobacteria","Alphaproteobacteria",GCA_000019725.1 ,6.89911,71.0375,chromosome:NC_010505.1/CP001001.1; plasmid pMRAD01:NC_010510.1/CP001002.1; plasmid pMRAD02:NC_010509.1/CP001003.1; plasmid pMRAD03:NC_010514.1/CP001004.1; plasmid pMRAD04:NC_010517.1/CP001005.1; plasmid pMRAD05:NC_010518.1/CP001006.1; plasmid pMRAD06:NC_010502.1/CP001007.1; plasmid pMRAD07:NC_010504.1/CP001008.1; plasmid pMRAD08:NC_010507.1/CP001009.1,-,9,6534,6336,2008/03/21,2017/05/19,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/019/725/GCF_000019725.1_ASM1972v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/019/725/GCA_000019725.1_ASM1972v1
"Orientia tsutsugamushi str. Boryong","Boryong",19233,SAMEA3138266 ,PRJNA16180,"Proteobacteria","Alphaproteobacteria",GCA_000063545.1 ,2.12705,30.5,chromosome:NC_009488.1/AM494475.1,-,1,2195,1408,2007/05/15,2017/03/30,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/063/545/GCF_000063545.1_ASM6354v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/063/545/GCA_000063545.1_ASM6354v1
"Burkholderia thailandensis E264","E264; ATCC 700388",19460,SAMN02604021 ,PRJNA10774,"Proteobacteria","Betaproteobacteria",GCA_000012365.1 ,6.72397,67.6468,chromosome I:NC_007651.1/CP000086.1; chromosome II:NC_007650.1/CP000085.1,-,2,6422,5912,2005/12/15,2017/05/18,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/012/365/GCF_000012365.1_ASM1236v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/012/365/GCA_000012365.1_ASM1236v1
"Phaeobacter gallaeciensis DSM 26640","DSM 26640",19854,SAMN02641497 ,PRJNA227502,"Proteobacteria","Alphaproteobacteria",GCA_000511385.1 ,4.54016,59.4193,chromosome:NC_023137.1/CP006966.1; plasmid pGal_A255:NC_023138.1/CP006967.1; plasmid pGal_B134:NC_023148.1/CP006968.1; plasmid pGal_C110:NC_023139.1/CP006969.1; plasmid pGal_D78:NC_023140.1/CP006970.1; plasmid pGal_E78:NC_023141.1/CP006971.1; plasmid pGal_F69:NC_023142.1/CP006972.1; plasmid pGal_G40:NC_023143.1/CP006973.1,-,8,4389,4288,2013/12/20,2017/04/09,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/511/385/GCF_000511385.1_ASM51138v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/511/385/GCA_000511385.1_ASM51138v1
"Octadecabacter antarcticus 307","307",19861,SAMN02603621 ,PRJNA19333,"Proteobacteria","Alphaproteobacteria",GCA_000155675.2 ,4.87548,54.5768,chromosome:NC_020911.1/CP003740.1; plasmid pOA307_63:NC_020907.1/CP003741.1,-,2,5041,4488,2013/04/08,2017/05/19,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/155/675/GCF_000155675.2_ASM15567v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/155/675/GCA_000155675.2_ASM15567v2
"Vibrio fischeri ES114","ES114",19622,SAMN02604303 ,PRJNA12986,"Proteobacteria","Gammaproteobacteria",GCA_000011805.1 ,4.27372,38.371,chromosome I:NC_006840.2/CP000020.2; chromosome II:NC_006841.2/CP000021.2; plasmid pES100:NC_006842.1/CP000022.1,-,3,3984,3814,2005/02/11,2016/08/03,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/011/805/GCF_000011805.1_ASM1180v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/011/805/GCA_000011805.1_ASM1180v1
"Burkholderia oklahomensis","EO147",54352,SAMN02847801 ,PRJNA244064,"Proteobacteria","Betaproteobacteria",GCA_000755985.1 ,7.31367,66.9427,chromosome 1:NZ_CP008726.1/CP008726.1; chromosome 2:NZ_CP008727.1/CP008727.1,-,2,6902,6355,2014/09/18,2017/04/09,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/755/985/GCF_000755985.1_ASM75598v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/755/985/GCA_000755985.1_ASM75598v1
"Burkholderia multivorans ATCC 17616","ATCC 17616",19466,SAMD00060926 ,PRJDA19401,"Proteobacteria","Betaproteobacteria",GCA_000010545.1 ,7.00881,66.6924,chromosome 1:NC_010804.1/AP009385.1; chromosome 2:NC_010805.1/AP009386.1; chromosome 3:NC_010801.1/AP009387.1; plasmid pTGL1:NC_010802.1/AP009388.1,-,4,6737,6398,2008/06/03,2017/03/29,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/010/545/GCF_000010545.1_ASM1054v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/010/545/GCA_000010545.1_ASM1054v1
"Ochrobactrum anthropi ATCC 49188","ATCC 49188",19922,SAMN02598421 ,PRJNA19485,"Proteobacteria","Alphaproteobacteria",GCA_000017405.1 ,5.20578,56.1453,chromosome 1:NC_009667.1/CP000758.1; chromosome 2:NC_009668.1/CP000759.1; plasmid pOANT01:NC_009669.1/CP000760.1; plasmid pOANT02:NC_009670.1/CP000761.1; plasmid pOANT03:NC_009671.1/CP000762.1; plasmid pOANT04:NC_009672.1/CP000763.1,-,6,5087,4870,2007/07/12,2017/05/19,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/017/405/GCF_000017405.1_ASM1740v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/017/405/GCA_000017405.1_ASM1740v1
"Rickettsia prowazekii str. Madrid E","Madrid E",19235,SAMEA3138318 ,PRJNA43,"Proteobacteria","Alphaproteobacteria",GCA_000195735.1 ,1.11152,29,chromosome:NC_000963.1/AJ235269.1,-,1,889,843,2001/09/10,2016/08/28,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/195/735/GCF_000195735.1_ASM19573v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/195/735/GCA_000195735.1_ASM19573v1
"Rhizobium leguminosarum bv. trifolii WSM2304","WSM2304",53354,SAMN00000679 ,PRJNA20179,"Proteobacteria","Alphaproteobacteria",GCA_000021345.1 ,6.8727,61.1684,chromosome:NC_011369.1/CP001191.1; plasmid pRLG201:NC_011368.1/CP001192.1; plasmid pRLG202:NC_011366.1/CP001193.1; plasmid pRLG203:NC_011370.1/CP001195.1; plasmid pRLG204:NC_011371.1/CP001194.1,-,5,6700,6427,2008/10/16,2017/10/21,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/021/345/GCF_000021345.1_ASM2134v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/021/345/GCA_000021345.1_ASM2134v1
"Anaeromyxobacter dehalogenans 2CP-1","2CP-1",19315,SAMN00000050 ,PRJNA20095,"Proteobacteria","delta/epsilon subdivisions",GCA_000022145.1 ,5.02933,74.7,chromosome:NC_011891.1/CP001359.1,-,1,4560,4447,2009/01/12,2017/05/18,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/022/145/GCF_000022145.1_ASM2214v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/022/145/GCA_000022145.1_ASM2214v1
"Brucella canis ATCC 23365","",19921,SAMN02604295 ,PRJNA20243,"Proteobacteria","Alphaproteobacteria",GCA_000018525.1 ,3.31277,57.2364,chromosome I:NC_010103.1/CP000872.1; chromosome II:NC_010104.1/CP000873.1,-,2,3361,3158,2007/11/29,2017/03/30,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/018/525/GCF_000018525.1_ASM1852v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/018/525/GCA_000018525.1_ASM1852v1
"Burkholderia ambifaria MC40-6","MC40-6",19463,SAMN02598385 ,PRJNA17411,"Proteobacteria","Betaproteobacteria",GCA_000019925.1 ,7.64254,66.3825,chromosome 1:NC_010551.1/CP001025.1; chromosome 2:NC_010552.1/CP001026.1; chromosome 3:NC_010557.1/CP001027.1; plasmid pBMC401:NC_010553.1/CP001028.1,-,4,6739,6575,2008/04/03,2016/05/13,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/019/925/GCF_000019925.1_ASM1992v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/019/925/GCA_000019925.1_ASM1992v1
"Brucella suis 1330","1330",19921,SAMN02603682 ,PRJNA320,"Proteobacteria","Alphaproteobacteria",GCA_000007505.1 ,3.31517,57.2364,chromosome I:NC_004310.3/AE014291.4; chromosome II:NC_004311.2/AE014292.2,-,2,3358,3161,2002/09/30,2017/03/29,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/007/505/GCF_000007505.1_ASM750v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/007/505/GCA_000007505.1_ASM750v1
"Bradyrhizobium japonicum USDA 6","USDA 6",21121,SAMD00060992 ,PRJDA67463,"Proteobacteria","Alphaproteobacteria",GCA_000284375.1 ,9.20738,63.7,chromosome:NC_017249.1/AP012206.1,-,1,8743,8327,2011/11/01,2017/03/30,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/284/375/GCF_000284375.1_ASM28437v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/284/375/GCA_000284375.1_ASM28437v1
"Klebsiella pneumoniae subsp. pneumoniae HS11286","HS11286",19672,SAMN02602959 ,PRJNA78789,"Proteobacteria","Gammaproteobacteria",GCA_000240185.2 ,5.68232,57.1373,chromosome:NC_016845.1/CP003200.1; plasmid pKPHS1:NC_016838.1/CP003223.1; plasmid pKPHS2:NC_016846.1/CP003224.1; plasmid pKPHS3:NC_016839.1/CP003225.1; plasmid pKPHS4:NC_016840.1/CP003226.1; plasmid pKPHS5:NC_016847.1/CP003227.1; plasmid pKPHS6:NC_016841.1/CP003228.1,-,7,5867,5779,2011/12/21,2017/03/22,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/240/185/GCF_000240185.1_ASM24018v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/240/185/GCA_000240185.2_ASM24018v2
"Gluconacetobacter diazotrophicus PA1 5","PAl 5; ATCC 49037",19789,SAMN02598444 ,PRJNA21071,"Proteobacteria","Alphaproteobacteria",GCA_000021325.1 ,3.91495,66.3446,chromosome:NC_011365.1/CP001189.1; plasmid pGDIA01:NC_011367.1/CP001190.1,-,2,3647,3457,2008/10/16,2017/04/07,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/021/325/GCF_000021325.1_ASM2132v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/021/325/GCA_000021325.1_ASM2132v1
"Rhizobium etli CFN 42","CFN 42",19912,SAMN02603106 ,PRJNA13932,"Proteobacteria","Alphaproteobacteria",GCA_000092045.1 ,6.53023,61.0458,chromosome:NC_007761.1/CP000133.1; plasmid p42a:NC_007762.1/CP000134.1; plasmid p42b:NC_007763.1/CP000135.1; plasmid p42c:NC_007764.1/CP000136.1; plasmid p42e:NC_007765.1/CP000137.1; plasmid p42f:NC_007766.1/CP000138.1; plasmid symbiotic plasmid p42d:NC_004041.2/U80928.5,-,7,6435,5992,2006/02/01,2017/05/19,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/092/045/GCF_000092045.1_ASM9204v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/092/045/GCA_000092045.1_ASM9204v1
"Chromohalobacter salexigens DSM 3043","DSM 3043",19555,SAMN02598275 ,PRJNA12636,"Proteobacteria","Gammaproteobacteria",GCA_000055785.1 ,3.69665,63.9,chromosome:NC_007963.1/CP000285.1,-,1,3390,3282,2006/04/11,2017/04/17,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/055/785/GCF_000055785.1_ASM5578v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/055/785/GCA_000055785.1_ASM5578v1
"Bartonella tribocorum CIP 105476","type strain:506 = CIP 105476",21148,SAMEA3138339 ,PRJNA28109,"Proteobacteria","Alphaproteobacteria",GCA_000196435.1 ,2.6424,38.8655,chromosome:NC_010161.1/AM260525.1; plasmid pBT01:NC_010160.1/AM260524.1,-,2,2421,2208,2007/11/25,2017/04/07,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/196/435/GCF_000196435.1_ASM19643v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/196/435/GCA_000196435.1_ASM19643v1
"Comamonas testosteroni TK102","TK102",19412,SAMN03081477 ,PRJNA216961,"Proteobacteria","Betaproteobacteria",GCA_000739375.1 ,6.0627,61.9,chromosome:NZ_CP006704.1/CP006704.1,-,1,5593,5295,2014/08/14,2017/04/02,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/739/375/GCF_000739375.1_ASM73937v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/739/375/GCA_000739375.1_ASM73937v1
"Neisseria gonorrhoeae FA 1090","FA 1090",19400,SAMN02604088 ,PRJNA23,"Proteobacteria","Betaproteobacteria",GCA_000006845.1 ,2.15392,52.7,chromosome:NC_002946.2/AE004969.1,-,1,1989,1886,2000/09/28,2016/04/20,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/006/845/GCF_000006845.1_ASM684v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/006/845/GCA_000006845.1_ASM684v1
"Yersinia frederiksenii Y225","Y225",21108,SAMN03010446 ,PRJNA236482,"Proteobacteria","Gammaproteobacteria",GCA_000834215.1 ,4.55089,47.282,chromosome:NZ_CP009364.1/CP009364.1; plasmid unnsmrf:NZ_CP009363.1/CP009363.1,-,2,4239,3988,2015/02/09,2017/04/03,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/834/215/GCF_000834215.1_ASM83421v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/834/215/GCA_000834215.1_ASM83421v1
"Yersinia kristensenii","Y231",21108,SAMN03202900 ,PRJNA240099,"Proteobacteria","Gammaproteobacteria",GCA_000834865.1 ,4.49657,47.4,chromosome:NZ_CP009997.1/CP009997.1,-,1,4180,3928,2015/02/09,2017/04/03,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/834/865/GCF_000834865.1_ASM83486v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/834/865/GCA_000834865.1_ASM83486v1
"Alteromonas macleodii ATCC 27126","ATCC 27126",19587,SAMN02603229 ,PRJNA29793,"Proteobacteria","Gammaproteobacteria",GCA_000172635.2 ,4.65385,44.7,chromosome:NC_018632.1/CP003841.1,-,1,3966,3799,2012/09/21,2017/05/18,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/172/635/GCF_000172635.2_ASM17263v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/172/635/GCA_000172635.2_ASM17263v2
"Stenotrophomonas maltophilia K279a","K279a",19485,SAMEA1705934 ,PRJNA30351,"Proteobacteria","Gammaproteobacteria",GCA_000072485.1 ,4.85113,66.3,chromosome:NC_010943.1/AM743169.1,-,1,4522,4368,2008/04/25,2017/06/15,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/072/485/GCF_000072485.1_ASM7248v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/072/485/GCA_000072485.1_ASM7248v1
"Zymomonas mobilis subsp. pomaceae ATCC 29192","ATCC 29192",19763,SAMN02232067 ,PRJNA34927,"Proteobacteria","Alphaproteobacteria",GCA_000218875.1 ,2.06141,44.0421,chromosome:NC_015709.1/CP002865.1; plasmid pZYMOP01:NC_015715.1/CP002866.1; plasmid pZYMOP02:NC_015716.1/CP002867.1,-,3,1840,1748,2011/06/17,2017/03/30,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/218/875/GCF_000218875.1_ASM21887v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/218/875/GCA_000218875.1_ASM21887v1
"Haemophilus parasuis SH0165","SH0165",19694,SAMN02603313 ,PRJNA31099,"Proteobacteria","Gammaproteobacteria",GCA_000021885.1 ,2.26916,40,chromosome:NC_011852.1/CP001321.1,-,1,2273,2050,2009/01/07,2017/03/30,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/021/885/GCF_000021885.1_ASM2188v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/021/885/GCA_000021885.1_ASM2188v1
"Acetobacter pasteurianus subsp. ascendens","LMG 1590",19796,SAMN04605654 ,PRJNA317327,"Proteobacteria","Alphaproteobacteria",GCA_001766235.1 ,2.99922,53.2047,chromosome:NZ_CP015164.1/CP015164.1; plasmid unnamed1:NZ_CP015165.1/CP015165.1; plasmid unnamed2:NZ_CP015166.1/CP015166.1; plasmid unnamed3:NZ_CP015167.1/CP015167.1,-,4,2938,2560,2016/10/14,2017/10/22,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/766/235/GCF_001766235.1_ASM176623v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/766/235/GCA_001766235.1_ASM176623v1
"Francisella tularensis subsp. novicida","DPG 3A-IS",19493,SAMN02769653 ,PRJNA240119,"Proteobacteria","Gammaproteobacteria",GCA_000834965.1 ,2.04703,32.3139,chromosome:NZ_CP010103.1/CP010103.1; plasmid unnamed:NZ_CP010104.1/CP010104.1,-,2,2005,1879,2015/02/09,2017/04/03,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/834/965/GCF_000834965.1_ASM83496v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/834/965/GCA_000834965.1_ASM83496v1
"Pasteurella multocida","ATCC 43137",19706,SAMN02904551 ,PRJNA244572,"Proteobacteria","Gammaproteobacteria",GCA_000754275.1 ,2.27184,40.4,chromosome:NZ_CP008918.1/CP008918.1,-,1,2128,2021,2014/09/12,2017/04/02,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/754/275/GCF_000754275.1_ASM75427v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/754/275/GCA_000754275.1_ASM75427v1
"Francisella philomiragia subsp. philomiragia ATCC 25017","ATCC 25017",19496,SAMN02598454 ,PRJNA27853,"Proteobacteria","Gammaproteobacteria",GCA_000019285.1 ,2.04971,32.5919,chromosome:NC_010336.1/CP000937.1; plasmid pFPHI01:NC_010331.1/CP000938.1,-,2,1992,1891,2008/02/11,2017/03/30,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/019/285/GCF_000019285.1_ASM1928v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/019/285/GCA_000019285.1_ASM1928v1
"Brucella pinnipedialis B2/94","B2/94",19921,SAMN02603341 ,PRJNA41867,"Proteobacteria","Alphaproteobacteria",GCA_000221005.1 ,3.39927,57.2,chromosome 1:NC_015857.1/CP002078.1; chromosome 2:NC_015858.1/CP002079.1,-,2,3478,3276,2011/07/20,2017/04/07,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/221/005/GCF_000221005.1_ASM22100v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/221/005/GCA_000221005.1_ASM22100v1
"Brucella ceti TE10759-12","TE10759-12",19921,SAMN02402452 ,PRJNA227977,"Proteobacteria","Alphaproteobacteria",GCA_000590795.1 ,3.27803,57.2708,chromosome I:NC_022905.1/CP006896.1; chromosome II:NC_022906.1/CP006897.1,-,2,3361,3112,2013/11/25,2017/04/02,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/590/795/GCF_000590795.1_ASM59079v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/590/795/GCA_000590795.1_ASM59079v1
"Caulobacter crescentus CB15","CB15",19818,SAMN02604005 ,PRJNA298,"Proteobacteria","Alphaproteobacteria",GCA_000006905.1 ,4.01695,67.2,chromosome:NC_002696.2/AE005673.1,-,1,3819,3737,2001/03/21,2016/08/03,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/006/905/GCF_000006905.1_ASM690v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/006/905/GCA_000006905.1_ASM690v1
